,SRR1463325,SRR1463326,SRR1463334,SRR1463335
AT5G20070,151,236,1,9
AT5G20080,77,29,64,87
AT5G20090,62,36,342,50
AT5G20100,0,0,0,0
AT5G20110,0,0,0,29
AT5G20120,12,7,0,5
AT5G20130,127,1051,1,2
AT5G20140,134,229,2,67
AT5G20150,98,36,612,325
AT5G20160,31,22,15,17
AT5G20165,82,61,94,111
AT5G20170,42,20,2,10
AT5G20180,43,7,15,6
AT5G20181,0,0,0,0
AT5G20190,1072,901,1192,1673
AT5G20200,155,132,49,111
AT5G20220,97,17,99,9
AT5G20225,34,0,0,4
AT5G20230,17649,21464,14817,5552
AT5G20240,3,0,10,55
AT5G20250,1708,948,8,414
AT5G20260,61,14,0,0
AT5G20270,79,71,292,119
AT5G20280,247,123,0,11
AT5G20290,3113,1396,368,259
AT5G20300,75,44,79,170
AT5G20310,0,2,0,0
AT5G20320,150,78,0,1
AT5G20330,0,0,0,0
AT5G20340,5,0,0,0
AT5G20350,400,117,64,133
AT5G20360,165,41,87,94
AT5G20370,8,0,0,0
AT5G20380,342,134,35,80
AT5G20390,0,0,0,0
AT5G20400,13,7,0,19
AT5G20410,0,2,0,12
AT5G20420,0,1,0,0
AT5G20430,0,0,0,0
AT5G20440,0,0,0,0
AT5G20447,0,0,0,0
AT5G20450,1,3,35,0
AT5G20460,0,0,0,0
AT5G20470,0,0,0,0
AT5G20480,50,11,91,63
AT5G20490,1212,422,132,344
AT5G20500,100,121,14,22
AT5G20510,79,34,1,14
AT5G20520,237,102,557,403
AT5G20540,27,7,0,3
AT5G20550,0,0,0,0
AT5G20560,1,1,0,4
AT5G20570,55,32,358,57
AT5G20580,5,24,38,0
AT5G20590,6,27,2,5
AT5G20600,83,26,2,17
AT5G20610,211,279,123,452
AT5G20620,114,60,12,109
AT5G20630,100,112,0,2
AT5G20635,4,6,0,0
AT5G20640,0,0,0,1
AT5G20650,10,5,28,19
AT5G20660,79,101,39,49
AT5G20670,0,0,0,0
AT5G20680,124,107,111,94
AT5G20690,0,0,0,0
AT5G20700,3,5,9,20
AT5G20710,0,0,0,0
AT5G20720,928,921,206,437
AT5G20730,104,160,140,882
AT5G20736,0,0,0,0
AT5G20740,1,2,0,0
AT5G20790,1,0,11,29
AT5G20810,0,0,0,3
AT5G20820,0,0,0,0
AT5G20830,314,63,2208,769
AT5G20840,162,117,41,146
AT5G20850,2,3,0,0
AT5G20852,0,0,0,0
AT5G20854,0,0,0,0
AT5G20856,0,0,0,0
AT5G20858,0,0,0,0
AT5G20860,0,0,0,0
AT5G20870,0,0,0,5
AT5G20885,22,0,0,0
AT5G20890,310,705,16,227
AT5G20900,1239,949,3313,282
AT5G20910,162,10332,602,384
AT5G20920,158,54,250,143
AT5G20930,43,10,1,72
AT5G20935,1,0,27,14
AT5G20940,86,50,1675,1081
AT5G20950,203,59,1236,70
AT5G20960,209,91,2040,2105
AT5G20970,2,34,0,7
AT5G20980,56,25,1,10
AT5G20990,137,119,90,47
AT5G21005,0,0,0,0
AT5G21010,49,7,91,1
AT5G21020,583,299,255,493
AT5G21030,0,0,0,0
AT5G21040,98,99,27,35
AT5G21050,7,3,0,0
AT5G21060,33,64,11,7
AT5G21070,13,32,9,8
AT5G21080,0,0,0,0
AT5G21090,2388,1409,13225,5756
AT5G21100,89,111,13,22
AT5G21105,2132,631,23526,12155
AT5G21110,0,0,0,0
AT5G21120,1,0,0,0
AT5G21125,0,0,0,0
AT5G21130,0,0,0,0
AT5G21140,1,0,0,0
AT5G21150,1,0,0,0
AT5G21160,230,160,56,104
AT5G21170,682,213,3,102
AT5G21222,269,222,0,14
AT5G21274,59,29,14,54
AT5G21280,62,24,143,237
AT5G21326,202,85,149,79
AT5G21378,0,0,0,0
AT5G21430,69,108,1,0
AT5G21482,52,2,0,0
AT5G21900,164,79,3,8
AT5G21910,118,66,1,11
AT5G21920,487,292,1,13
AT5G21930,533,224,1,8
AT5G21940,2515,1225,232,292
AT5G21950,62,10,0,0
AT5G21960,0,0,0,0
AT5G21970,11,17,0,1
AT5G21990,516,326,462,271
AT5G22000,1551,754,411,1417
AT5G22010,101,70,230,72
AT5G22020,44,14,21,10
AT5G22030,176,145,5,46
AT5G22040,54,38,27,47
AT5G22050,73,10,0,1
AT5G22060,833,964,3199,2470
AT5G22070,78,44,15,45
AT5G22080,102,44,23,174
AT5G22090,57,15,0,2
AT5G22100,3,8,1,5
AT5G22110,21,2,20,2
AT5G22120,123,42,144,74
AT5G22130,7,1,74,7
AT5G22140,228,106,1446,3205
AT5G22150,0,0,0,0
AT5G22160,0,0,0,0
AT5G22170,0,0,0,0
AT5G22180,0,0,0,0
AT5G22190,0,0,0,0
AT5G22200,0,0,0,0
AT5G22210,8,13,0,0
AT5G22220,84,94,51,135
AT5G22240,7,9,0,10
AT5G22250,51,34,37,74
AT5G22260,0,0,0,0
AT5G22270,379,88,181,151
AT5G22280,53,42,6,25
AT5G22290,77,11,15,39
AT5G22300,797,146,10418,4247
AT5G22310,0,0,3,34
AT5G22315,0,0,0,0
AT5G22320,5,20,46,81
AT5G22330,27,16,137,3
AT5G22340,316,245,1,68
AT5G22350,86,28,1860,169
AT5G22355,12,0,1,86
AT5G22360,59,61,0,10
AT5G22370,96,18,44,6
AT5G22380,0,0,0,0
AT5G22390,35,9,15,47
AT5G22400,5,6,3,0
AT5G22410,0,0,0,0
AT5G22420,0,0,0,0
AT5G22430,7,0,0,0
AT5G22440,185,180,10,2
AT5G22450,2264,762,937,1774
AT5G22460,1,0,0,0
AT5G22470,0,0,0,0
AT5G22480,30,28,1,92
AT5G22490,0,0,0,0
AT5G22500,51,66,0,2
AT5G22510,226,181,32,82
AT5G22520,0,0,0,0
AT5G22530,0,1,0,0
AT5G22540,1,8,0,0
AT5G22545,0,0,0,0
AT5G22550,0,0,0,0
AT5G22555,0,0,0,0
AT5G22560,0,0,0,0
AT5G22570,0,0,0,0
AT5G22580,17,23,0,0
AT5G22590,0,0,0,0
AT5G22600,0,0,0,0
AT5G22608,1,0,0,5
AT5G22610,0,0,0,0
AT5G22620,67,49,0,0
AT5G22630,56,55,12,20
AT5G22640,1313,926,0,44
AT5G22650,97,273,50,38
AT5G22660,2,0,0,0
AT5G22670,0,0,0,0
AT5G22680,1,0,0,0
AT5G22690,128,29,19,51
AT5G22700,20,20,57,44
AT5G22720,60,6,15,145
AT5G22730,19,26,0,63
AT5G22740,87,41,864,481
AT5G22750,18,9,0,15
AT5G22760,165,62,258,254
AT5G22770,519,269,439,295
AT5G22780,387,249,390,609
AT5G22788,5,1,0,0
AT5G22790,7,4,0,7
AT5G22791,0,0,0,0
AT5G22794,16,14,9,17
AT5G22800,221,221,50,101
AT5G22810,2,0,0,5
AT5G22820,5,36,13,104
AT5G22830,90,87,20,87
AT5G22840,51,33,17,5
AT5G22850,128,73,60,207
AT5G22860,3,11,0,0
AT5G22870,0,0,0,0
AT5G22875,10,2,20,23
AT5G22880,28,11,0,14
AT5G22890,0,0,0,0
AT5G22900,0,0,0,0
AT5G22910,0,0,0,0
AT5G22920,221,198,0,11
AT5G22930,0,0,0,0
AT5G22940,3,0,0,0
AT5G22950,51,36,71,32
AT5G22960,0,0,0,0
AT5G22970,0,0,0,0
AT5G22980,0,0,0,0
AT5G22990,0,0,0,0
AT5G23000,0,0,0,0
AT5G23010,3,3,0,0
AT5G23020,0,0,0,0
AT5G23027,0,0,0,0
AT5G23030,0,0,0,0
AT5G23035,0,0,0,0
AT5G23040,167,163,51,118
AT5G23050,238,72,71,260
AT5G23060,1227,1041,0,6
AT5G23065,0,0,0,0
AT5G23070,34,19,78,96
AT5G23080,66,44,42,145
AT5G23090,4,8,4,9
AT5G23100,12,73,0,1
AT5G23110,504,194,3234,761
AT5G23120,1482,673,60,8
AT5G23130,105,64,8,70
AT5G23140,91,31,6,15
AT5G23150,194,109,166,417
AT5G23155,11,14,6,1
AT5G23160,21,0,0,0
AT5G23170,1,0,0,0
AT5G23180,0,0,0,0
AT5G23190,0,0,0,0
AT5G23200,1,1,0,2
AT5G23210,72,60,0,0
AT5G23212,0,0,0,0
AT5G23220,0,0,0,0
AT5G23230,0,0,0,0
AT5G23240,0,0,0,0
AT5G23250,3,8,4,6
AT5G23260,0,0,0,0
AT5G23270,0,0,0,0
AT5G23280,3,6,0,4
AT5G23290,21,20,0,0
AT5G23300,5,5,3,1
AT5G23310,24,5,0,1
AT5G23320,2,4,0,6
AT5G23330,90,30,39,24
AT5G23340,50,43,33,146
AT5G23350,9,3,0,0
AT5G23360,6,106,0,0
AT5G23370,0,0,0,0
AT5G23380,91,202,3,50
AT5G23390,69,54,82,128
AT5G23395,6,5,0,15
AT5G23400,18,2,0,1
AT5G23405,7,0,0,1
AT5G23410,0,0,6,7
AT5G23411,0,0,0,0
AT5G23420,5,3,0,0
AT5G23430,146,159,230,262
AT5G23440,13,9,0,8
AT5G23450,241,674,48,165
AT5G23460,0,0,0,1
AT5G23470,0,0,0,0
AT5G23480,47,7,28,122
AT5G23490,71,35,25,21
AT5G23510,22,12,17,9
AT5G23520,193,71,109,71
AT5G23530,0,0,10,0
AT5G23535,2,2,8,12
AT5G23540,140,89,1464,145
AT5G23550,13,27,0,28
AT5G23570,13,1,0,2
AT5G23575,73,47,217,224
AT5G23580,40,3,9,29
AT5G23590,72,25,38,39
AT5G23600,40,34,14,14
AT5G23610,268,302,1652,180
AT5G23630,422,210,1060,1004
AT5G23640,0,0,0,0
AT5G23650,0,0,0,0
AT5G23660,23,0,0,0
AT5G23665,0,0,0,0
AT5G23670,199,22,15,113
AT5G23680,111,26,25,66
AT5G23690,0,1,0,8
AT5G23700,1,0,0,0
AT5G23710,51,15,0,21
AT5G23720,57,33,174,90
AT5G23730,6,0,1,7
AT5G23740,200,221,2,7
AT5G23750,0,0,0,0
AT5G23760,34,4,145,3
AT5G23770,2,0,0,0
AT5G23780,1,0,0,0
AT5G23790,0,0,0,0
AT5G23800,0,0,0,0
AT5G23810,0,1,0,0
AT5G23820,20,8,0,6
AT5G23830,0,0,4,0
AT5G23840,0,0,0,0
AT5G23850,76,46,9,88
AT5G23860,29,46,17,18
AT5G23870,18,0,0,0
AT5G23880,27,23,9,44
AT5G23890,298,176,130,200
AT5G23900,148,184,56,8
AT5G23903,0,0,0,0
AT5G23908,0,0,0,0
AT5G23910,73,37,1,2
AT5G23920,12,32,0,0
AT5G23930,0,0,0,0
AT5G23940,5,36,0,0
AT5G23950,0,0,0,0
AT5G23960,0,0,0,0
AT5G23970,0,0,0,0
AT5G23980,0,0,0,0
AT5G23989,0,0,0,0
AT5G23990,0,0,0,0
AT5G24000,45,37,2,1
AT5G24010,73,62,0,2
AT5G24020,69,28,7,45
AT5G24030,110,103,17,211
AT5G24040,0,0,0,0
AT5G24050,0,0,0,0
AT5G24060,80,22,3,45
AT5G24070,0,0,0,0
AT5G24080,0,0,0,0
AT5G24090,26,1,536,101
AT5G24100,0,0,0,0
AT5G24105,4,0,0,0
AT5G24110,18,14,1,27
AT5G24120,698,140,468,304
AT5G24130,0,0,0,0
AT5G24140,71,5,203,158
AT5G24150,69,115,0,62
AT5G24155,0,0,0,0
AT5G24160,176,83,0,0
AT5G24165,88,59,13,22
AT5G24170,17,6,0,0
AT5G24180,0,0,0,1
AT5G24190,0,0,0,0
AT5G24200,0,0,0,0
AT5G24205,11,0,0,29
AT5G24206,9,3,15,63
AT5G24210,20,15,0,3
AT5G24220,0,0,0,0
AT5G24230,11,0,0,0
AT5G24240,7,0,0,8
AT5G24250,0,0,0,0
AT5G24260,150,54,278,82
AT5G24270,5,1,22,58
AT5G24280,24,1,0,8
AT5G24290,1,0,1,12
AT5G24300,63,35,15,59
AT5G24310,0,8,0,0
AT5G24313,0,0,0,0
AT5G24314,162,117,84,9
AT5G24316,0,0,0,0
AT5G24318,6,0,0,29
AT5G24320,66,41,165,162
AT5G24330,0,0,0,0
AT5G24340,45,5,1,48
AT5G24350,251,238,191,371
AT5G24352,7,4,1,1
AT5G24355,0,0,0,0
AT5G24360,162,56,314,299
AT5G24370,0,0,0,0
AT5G24380,39,12,392,27
AT5G24390,39,15,0,6
AT5G24400,174,203,6,237
AT5G24410,0,0,0,0
AT5G24420,92,20,0,0
AT5G24430,273,77,339,227
AT5G24440,0,0,0,0
AT5G24450,99,30,10,112
AT5G24460,57,39,84,23
AT5G24470,1536,773,493,1699
AT5G24480,0,0,0,0
AT5G24490,1383,4347,42,41
AT5G24500,54,292,1,18
AT5G24510,0,0,0,0
AT5G24520,99,72,9,77
AT5G24530,108,40,178,29
AT5G24540,0,0,0,0
AT5G24550,0,0,0,0
AT5G24560,0,0,0,0
AT5G24570,6,6,191,14
AT5G24580,15,1,0,2
AT5G24590,648,352,157,184
AT5G24593,0,0,0,0
AT5G24600,15,1,26,33
AT5G24610,637,346,183,51
AT5G24620,8002,7471,37,506
AT5G24630,46,23,19,68
AT5G24640,5,0,0,0
AT5G24650,243,121,75,238
AT5G24655,3,0,7,54
AT5G24660,158,70,700,1162
AT5G24670,867,363,332,663
AT5G24680,18,20,2,5
AT5G24690,1002,1087,240,321
AT5G24710,946,578,755,351
AT5G24735,254,146,566,239
AT5G24740,491,212,180,312
AT5G24750,2,1,0,1
AT5G24760,12,35,0,0
AT5G24770,16,2,0,0
AT5G24780,0,0,0,0
AT5G24790,3,0,0,0
AT5G24800,1088,467,1,13
AT5G24810,1364,535,366,363
AT5G24820,0,0,0,0
AT5G24825,0,0,0,0
AT5G24830,11,1,44,8
AT5G24840,3,4,0,17
AT5G24850,177,74,2,2
AT5G24860,0,0,0,0
AT5G24870,136,59,92,50
AT5G24879,0,0,0,0
AT5G24880,0,0,0,0
AT5G24890,52,20,0,41
AT5G24900,0,0,0,0
AT5G24910,0,0,0,0
AT5G24920,1,2,17,0
AT5G24930,1621,1065,154,1193
AT5G24940,9,22,0,0
AT5G24950,0,2,0,0
AT5G24960,0,0,5,5
AT5G24970,26,16,1,7
AT5G24980,0,0,0,8
AT5G24990,0,0,0,0
AT5G25000,0,0,0,0
AT5G25010,0,0,0,0
AT5G25020,0,0,0,0
AT5G25030,0,0,0,0
AT5G25040,117,37,1,12
AT5G25050,149,123,69,34
AT5G25060,225,234,481,328
AT5G25070,64,57,0,125
AT5G25080,53,56,7,16
AT5G25090,7,0,0,0
AT5G25100,303,193,135,164
AT5G25102,0,0,0,0
AT5G25110,0,0,0,0
AT5G25120,4,52,0,0
AT5G25130,15,31,0,0
AT5G25140,37,0,0,0
AT5G25150,25,17,0,19
AT5G25160,0,0,0,0
AT5G25170,28,18,7,2
AT5G25180,2,0,0,0
AT5G25190,7,4,1,7
AT5G25200,0,0,0,0
AT5G25210,2,0,0,15
AT5G25220,365,136,240,436
AT5G25230,0,6,0,0
AT5G25240,8,0,0,0
AT5G25250,23,5,0,0
AT5G25260,0,1,0,41
AT5G25265,235,115,82,237
AT5G25270,119,133,63,89
AT5G25280,363,199,129,193
AT5G25290,0,0,0,0
AT5G25300,0,0,0,0
AT5G25310,0,0,0,0
AT5G25320,0,0,0,0
AT5G25330,0,0,0,0
AT5G25340,63,30,152,76
AT5G25350,733,372,404,838
AT5G25360,29,42,41,16
AT5G25370,0,0,0,0
AT5G25380,0,0,0,0
AT5G25390,0,0,0,0
AT5G25400,0,0,0,0
AT5G25410,0,0,0,0
AT5G25415,0,0,0,0
AT5G25420,0,0,0,0
AT5G25422,0,0,0,0
AT5G25425,0,0,0,0
AT5G25430,0,0,0,0
AT5G25440,33,18,31,40
AT5G25450,49,61,19,691
AT5G25460,10,27,0,0
AT5G25470,0,6,0,0
AT5G25475,25,6,21,0
AT5G25480,0,11,0,17
AT5G25490,0,1,0,0
AT5G25500,0,0,0,5
AT5G25510,35,32,164,50
AT5G25520,289,103,1576,811
AT5G25530,8,6,0,0
AT5G25540,65,21,269,34
AT5G25550,0,0,0,0
AT5G25560,1405,605,1267,879
AT5G25570,7,0,0,0
AT5G25580,5,1,0,1
AT5G25585,0,0,0,0
AT5G25590,16,20,0,6
AT5G25600,0,1,0,0
AT5G25610,162,86,6,1
AT5G25620,0,0,0,0
AT5G25625,0,0,0,0
AT5G25630,1432,602,84,72
AT5G25640,1,1,0,0
AT5G25750,1,1,0,0
AT5G25752,129,93,0,10
AT5G25754,16,9,0,5
AT5G25757,8,3,1,0
AT5G25760,110,54,46,122
AT5G25770,45,39,130,85
AT5G25780,24,15,4,19
AT5G25790,5,0,0,9
AT5G25800,53,2,0,9
AT5G25810,0,0,0,0
AT5G25820,32,7,165,118
AT5G25830,0,0,2,4
AT5G25840,26,16,79,522
AT5G25850,0,0,0,0
AT5G25860,0,0,0,0
AT5G25870,0,0,0,0
AT5G25880,1,0,0,0
AT5G25890,17,4,1295,141
AT5G25900,138,273,522,301
AT5G25910,32,0,48,90
AT5G25920,0,0,1,32
AT5G25930,2168,1089,17390,17000
AT5G25940,28,27,253,62
AT5G25950,0,0,0,0
AT5G25960,0,0,0,0
AT5G25970,0,0,0,0
AT5G25980,353,637,81094,67435
AT5G25990,2,7,7,1
AT5G26000,47811,24320,1045573,730923
AT5G26010,0,0,0,0
AT5G26030,685,271,362,338
AT5G26038,0,0,0,0
AT5G26040,4,7,14,17
AT5G26050,0,0,0,0
AT5G26060,0,0,0,0
AT5G26070,0,0,0,0
AT5G26080,0,0,0,0
AT5G26090,0,0,0,0
AT5G26100,0,0,0,0
AT5G26110,26,43,81,21
AT5G26114,0,0,0,0
AT5G26120,0,0,0,0
AT5G26130,0,0,0,0
AT5G26140,0,0,0,0
AT5G26146,5,0,0,0
AT5G26147,0,0,0,0
AT5G26150,0,0,0,0
AT5G26160,71,21,0,29
AT5G26170,1,0,0,0
AT5G26180,6,33,499,10
AT5G26190,0,0,0,0
AT5G26200,84,82,40,22
AT5G26210,140,130,113,49
AT5G26220,20,10,97,20
AT5G26230,0,0,0,0
AT5G26240,47,15,139,36
AT5G26250,0,0,0,0
AT5G26260,15,6,0,0
AT5G26262,0,0,0,0
AT5G26270,3,3,0,16
AT5G26280,89,5,5,74
AT5G26290,0,0,0,0
AT5G26300,0,0,0,0
AT5G26310,0,0,0,0
AT5G26320,0,0,0,0
AT5G26330,0,3,0,0
AT5G26340,11357,2348,44196,18988
AT5G26360,294,459,31,285
AT5G26570,107,39,44,2
AT5G26580,0,0,0,0
AT5G26594,0,0,0,0
AT5G26600,328,182,254,577
AT5G26610,19,10,30,65
AT5G26617,0,0,0,0
AT5G26620,0,0,0,0
AT5G26622,15,3,13,9
AT5G26630,0,0,0,0
AT5G26640,0,0,0,0
AT5G26650,0,0,0,0
AT5G26660,1,0,0,0
AT5G26667,148,62,34,79
AT5G26670,21,5,0,0
AT5G26673,0,0,0,0
AT5G26680,9,6,31,29
AT5G26690,1,0,0,0
AT5G26692,0,0,0,0
AT5G26700,0,60,0,8
AT5G26710,170,57,119,200
AT5G26717,0,0,0,0
AT5G26720,2,1,4,1
AT5G26730,0,0,0,0
AT5G26731,0,2,206,32
AT5G26740,70,37,102,236
AT5G26742,4519,1976,3221,594
AT5G26749,9,7,150,3
AT5G26751,522,386,5514,390
AT5G26760,97,117,250,211
AT5G26770,205,80,321,126
AT5G26780,67,16,0,52
AT5G26790,0,0,0,0
AT5G26800,83,61,0,3
AT5G26805,0,0,0,0
AT5G26810,0,0,0,0
AT5G26820,259,255,0,36
AT5G26830,614,477,265,405
AT5G26840,0,0,0,0
AT5G26848,0,0,0,0
AT5G26850,92,107,1,20
AT5G26860,115,65,267,180
AT5G26880,113,67,199,7
AT5G26890,0,0,0,0
AT5G26900,0,0,0,0
AT5G26910,64,14,99,25
AT5G26912,0,0,0,0
AT5G26920,129,37,125,11
AT5G26930,0,0,0,0
AT5G26940,10,15,8,21
AT5G26950,0,0,0,0
AT5G26960,12,0,0,2
AT5G26970,0,0,0,0
AT5G26980,16,51,132,31
AT5G26990,85,9,43,36
AT5G27000,19,20,0,0
AT5G27010,110,61,0,0
AT5G27020,37,17,0,95
AT5G27030,738,393,698,828
AT5G27050,0,0,0,0
AT5G27060,0,0,0,0
AT5G27070,0,0,0,0
AT5G27080,0,0,0,0
AT5G27090,0,0,0,0
AT5G27100,3,0,62,0
AT5G27110,0,0,0,0
AT5G27120,124,97,1,42
AT5G27130,0,0,0,0
AT5G27140,0,0,0,0
AT5G27150,224,162,149,141
AT5G27170,0,0,0,0
AT5G27200,0,0,0,0
AT5G27210,3,4,0,10
AT5G27220,1,0,0,2
AT5G27230,18,0,0,0
AT5G27238,0,0,0,0
AT5G27240,90,32,0,3
AT5G27247,0,0,0,0
AT5G27260,0,0,0,0
AT5G27270,34,8,70,26
AT5G27280,50,12,121,11
AT5G27290,197,101,2,4
AT5G27300,7,4,0,1
AT5G27310,0,0,0,0
AT5G27320,30,4,299,79
AT5G27330,18,28,0,138
AT5G27340,0,0,0,0
AT5G27350,254,140,709,819
AT5G27360,4,10,0,0
AT5G27370,0,0,0,0
AT5G27380,120,89,143,191
AT5G27390,15,57,0,0
AT5G27395,21,3,53,10
AT5G27400,0,0,0,0
AT5G27410,47,33,1,5
AT5G27420,278,111,88,458
AT5G27430,99,32,135,73
AT5G27440,3,0,0,0
AT5G27450,53,111,1,31
AT5G27460,37,33,23,104
AT5G27470,92,86,121,152
AT5G27490,0,2,0,0
AT5G27495,0,0,0,0
AT5G27510,0,0,0,0
AT5G27520,278,126,670,461
AT5G27530,0,0,0,0
AT5G27540,105,111,333,223
AT5G27550,37,10,6,0
AT5G27560,57,31,0,5
AT5G27570,0,0,0,0
AT5G27580,0,0,0,0
AT5G27600,311,81,445,735
AT5G27606,0,0,0,0
AT5G27610,260,136,412,467
AT5G27620,5,0,0,39
AT5G27630,14,1,10,15
AT5G27640,375,297,1353,665
AT5G27650,106,100,61,184
AT5G27660,14,3,31,345
AT5G27670,50,43,4,83
AT5G27680,29,1,0,4
AT5G27690,0,1,0,0
AT5G27700,48,108,191,12
AT5G27710,17,8,0,27
AT5G27715,0,0,0,0
AT5G27720,20,16,101,40
AT5G27730,90,53,0,19
AT5G27740,56,10,26,3
AT5G27750,22,21,3,119
AT5G27760,557,485,3482,837
AT5G27770,266,129,94,68
AT5G27780,0,0,0,0
AT5G27790,0,0,0,0
AT5G27800,1,0,0,0
AT5G27807,0,0,0,0
AT5G27810,0,0,0,0
AT5G27820,9,1,0,1
AT5G27830,23,7,0,31
AT5G27840,207,96,755,433
AT5G27850,647,445,64,113
AT5G27860,182,142,367,1236
AT5G27870,0,0,0,0
AT5G27880,0,0,0,0
AT5G27889,13,3,0,0
AT5G27890,60,20,6,4
AT5G27910,0,0,0,0
AT5G27920,112,70,47,50
AT5G27930,5,2,2,4
AT5G27940,0,0,0,0
AT5G27944,0,0,0,0
AT5G27945,0,0,0,0
AT5G27950,46,20,24,34
AT5G27960,0,0,0,0
AT5G27967,0,0,0,0
AT5G27970,111,30,6,69
AT5G27980,23,4,0,0
AT5G27990,14,16,49,2
AT5G28000,0,0,0,0
AT5G28010,0,0,0,0
AT5G28020,21,8,0,0
AT5G28030,0,0,0,0
AT5G28040,30,79,129,132
AT5G28050,167,60,29,49
AT5G28052,0,0,0,0
AT5G28060,563,316,8,132
AT5G28070,0,0,0,0
AT5G28080,0,0,0,0
AT5G28090,0,0,0,0
AT5G28150,5,4,3,4
AT5G28160,0,0,0,0
AT5G28180,0,0,0,0
AT5G28190,0,0,0,0
AT5G28210,0,0,0,0
AT5G28220,1,2,0,12
AT5G28235,0,0,0,0
AT5G28237,0,0,0,4
AT5G28262,12,24,0,0
AT5G28288,0,0,0,0
AT5G28290,14,21,7,0
AT5G28295,0,0,0,0
AT5G28300,164,3428,0,13
AT5G28310,0,0,0,0
AT5G28320,0,0,0,1
AT5G28340,0,0,0,0
AT5G28350,8,27,12,37
AT5G28370,0,0,0,0
AT5G28380,0,0,0,0
AT5G28390,0,0,0,0
AT5G28400,17,1,0,1
AT5G28410,0,0,0,2
AT5G28420,0,0,0,0
AT5G28442,1,0,21,2
AT5G28450,2,1,0,0
AT5G28460,0,0,0,0
AT5G28463,0,0,0,0
AT5G28465,0,0,0,0
AT5G28470,0,0,0,0
AT5G28490,0,0,0,5
AT5G28491,0,0,0,0
AT5G28500,155,87,1,3
AT5G28510,0,0,0,0
AT5G28520,0,0,0,0
AT5G28530,10,1,94,34
AT5G28540,222,174,1185,649
AT5G28550,0,0,0,0
AT5G28560,0,0,0,0
AT5G28590,0,0,0,0
AT5G28610,1,0,0,0
AT5G28615,0,0,0,0
AT5G28620,0,0,0,0
AT5G28630,52,23,0,12
AT5G28640,31,27,8,12
AT5G28642,0,0,0,0
AT5G28646,38,1,246,167
AT5G28650,0,4,0,0
AT5G28660,0,0,0,0
AT5G28680,0,0,0,0
AT5G28690,0,0,0,0
AT5G28720,0,0,0,0
AT5G28730,0,0,0,0
AT5G28740,413,153,3787,270
AT5G28750,66,37,5,5
AT5G28770,168,75,0,6
AT5G28780,0,0,0,0
AT5G28781,0,0,0,0
AT5G28800,0,0,0,0
AT5G28810,0,0,0,0
AT5G28820,0,0,0,0
AT5G28821,0,0,0,0
AT5G28823,0,0,0,0
AT5G28824,0,0,0,0
AT5G28830,62,16,433,141
AT5G28840,3310,1981,111,316
AT5G28850,22,10,1,19
AT5G28885,0,0,0,0
AT5G28900,33,18,2,3
AT5G28910,20,10,0,10
AT5G28919,83,108,163,176
AT5G28920,110,95,271,308
AT5G28931,0,0,0,0
AT5G28950,0,0,0,0
AT5G28960,0,0,0,0
AT5G29000,41,28,0,4
AT5G29044,0,0,0,0
AT5G29050,0,0,0,0
AT5G29054,0,0,0,0
AT5G29070,0,0,0,0
AT5G29210,0,0,0,0
AT5G29231,0,0,0,0
AT5G29560,0,0,0,0
AT5G29613,0,0,0,0
AT5G29624,0,0,0,0
AT5G29807,0,0,0,0
AT5G30341,0,0,0,0
AT5G30490,63,37,73,70
AT5G30495,8,2,66,9
AT5G30500,0,0,0,0
AT5G30510,2110,1606,9,11
AT5G30520,0,0,0,0
AT5G31412,0,0,0,0
AT5G32017,0,0,0,0
AT5G32440,34,62,667,28
AT5G32450,147,132,0,76
AT5G32460,0,0,0,0
AT5G32470,146,128,0,61
AT5G32590,0,0,0,0
AT5G32597,0,0,0,0
AT5G32613,0,0,0,0
AT5G32619,0,0,0,0
AT5G33210,0,0,0,0
AT5G33280,58,48,0,3
AT5G33290,149,38,1072,191
AT5G33300,2,2,0,0
AT5G33320,46,53,1,16
AT5G33330,0,0,0,0
AT5G33340,0,0,0,0
AT5G33355,0,0,0,0
AT5G33370,0,0,0,0
AT5G33390,0,0,0,0
AT5G33393,0,0,0,0
AT5G33399,0,0,0,0
AT5G33406,0,0,0,0
AT5G33421,0,0,0,0
AT5G33439,0,0,0,0
AT5G33806,0,0,0,0
AT5G33898,0,0,0,0
AT5G34581,0,0,0,0
AT5G34780,0,0,0,0
AT5G34828,0,0,0,0
AT5G34829,0,0,0,0
AT5G34830,0,0,0,0
AT5G34850,456,146,78,421
AT5G34869,0,0,0,0
AT5G34870,0,0,0,0
AT5G34871,0,0,0,0
AT5G34881,0,0,0,0
AT5G34882,0,0,0,0
AT5G34883,0,1,0,0
AT5G34885,0,0,0,0
AT5G34887,0,0,0,0
AT5G34905,0,0,0,0
AT5G34908,0,0,0,0
AT5G34930,63,16,47,31
AT5G34940,24,12,2,474
AT5G35050,0,0,0,0
AT5G35066,0,0,0,0
AT5G35069,0,0,0,0
AT5G35080,16,12,6,21
AT5G35090,0,0,0,1
AT5G35100,147,50,12,15
AT5G35110,9,0,0,0
AT5G35120,0,0,0,0
AT5G35160,148,83,24,126
AT5G35170,599,347,7,4
AT5G35180,152,109,222,268
AT5G35190,0,0,0,0
AT5G35195,0,0,0,0
AT5G35200,461,248,1189,502
AT5G35210,737,338,155,711
AT5G35220,33,19,0,0
